,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
4326,151181086,3,9900000,71.0,42.0,10.0,13.96696757733566,28.0,1,0,0,1,19,22.0,0
4327,151181611,2,6500000,44.2,28.4,10.6,11.872332133419096,9.0,1,0,1,1,1,12.0,0
4328,151181617,3,9900000,76.8,43.8,11.6,15.960275410626535,20.0,0,0,0,1,7,9.0,0
4329,151181784,3,6200000,60.0,40.0,14.0,13.719520209338102,15.0,1,0,1,1,1,9.0,0
4330,151181813,1,6200000,39.0,19.0,8.0,10.046323796619129,19.0,1,0,0,1,3,17.0,0
4331,151183359,2,7000000,43.0,26.6,6.7,10.323125501429057,3.0,1,1,0,1,3,5.0,0
4332,151184114,2,7500000,47.3,30.7,6.1,8.078873901909784,,0,0,0,1,7,9.0,0
4333,151185531,2,8300000,48.8,31.7,9.1,7.697208024206737,5.0,0,0,1,1,6,12.0,0
4334,151186103,1,4700000,36.0,20.0,10.0,15.133455640682197,5.0,0,0,1,1,5,12.0,0
4335,151186194,2,6800000,45.1,28.6,5.8,13.417977825988325,10.0,1,0,1,0,2,12.0,0
4336,151186197,2,6500000,43.0,30.0,5.0,12.426768165610119,19.0,0,0,0,1,5,5.0,0
4337,151186483,4,37260000,138.0,81.6,16.0,8.280812973282876,5.0,1,1,0,1,6,13.0,1
4338,151186540,1,6500000,35.0,19.0,10.0,8.947174366017649,11.0,1,0,1,0,8,12.0,0
4339,151186900,1,5100000,33.0,18.9,6.0,14.510076975351184,15.0,1,0,1,0,5,9.0,0
4340,151186990,4,9800000,64.3,45.0,6.0,14.141280991863608,20.0,1,0,1,1,3,9.0,0
4341,151188004,1,4800000,30.0,15.0,6.0,13.752663061697678,10.0,1,0,0,1,5,5.0,0
4342,151188006,1,5400000,31.0,17.0,6.0,12.935552661654341,5.0,1,1,0,1,5,5.0,0
4343,151188007,1,5200000,33.0,19.0,6.0,14.410516389514683,12.0,1,0,0,0,8,9.0,0
4344,151189296,2,10450000,62.0,45.0,12.0,18.47913647421251,10.0,0,0,0,1,2,24.0,0
4345,151191147,1,13400000,44.0,18.0,11.0,9.114640427759504,10.0,0,1,0,1,8,17.0,0
4346,151191154,1,6200000,39.3,20.9,8.6,16.608555639687093,10.0,1,0,0,1,11,14.0,0
4347,151191155,3,9500000,66.6,44.0,9.0,13.416920727615189,15.0,1,0,0,1,2,12.0,0
4348,151191393,3,8250000,72.0,44.0,9.0,15.478966007660373,20.0,1,0,1,1,11,17.0,0
4349,151192588,2,7800000,46.0,30.0,6.8,13.771622804824116,15.0,1,0,1,1,4,9.0,0
4350,151193449,3,15331552,94.7,56.5,12.0,8.530682239466657,6.0,0,1,0,1,8,18.0,1
4351,151194007,4,34000000,134.6,106.0,19.6,11.967088219766326,10.0,1,0,1,1,3,28.0,0
4352,151195735,2,19000000,81.0,43.0,11.0,9.826603815138187,2.0,1,1,0,0,27,30.0,0
4353,151195737,2,18500000,65.0,40.0,12.0,9.80883063921684,5.0,1,1,0,0,20,30.0,0
4354,151195752,3,22300000,105.0,62.0,12.0,9.826603815138187,5.0,1,1,0,0,18,30.0,0
4355,151196017,3,33950000,114.0,68.0,14.0,11.981604292770578,10.0,1,0,1,0,21,35.0,0
4356,151196664,3,7300000,60.5,45.0,7.0,15.872822284726325,,0,0,0,1,4,9.0,0
4357,151196726,1,7925978,42.7,16.8,10.7,8.530682239466657,5.0,0,1,0,1,6,18.0,1
4358,151197511,1,5400000,30.0,18.0,6.5,10.087519888979656,12.0,1,1,1,1,5,5.0,0
4359,151197648,2,6950000,38.0,24.0,7.0,8.889150155354697,15.0,1,0,1,1,10,12.0,0
4360,151197968,2,8350000,54.2,33.6,7.3,11.413511517898444,11.0,1,0,0,0,1,5.0,0
4361,151198438,3,12000000,74.8,45.4,11.0,16.185397779903862,8.0,1,0,0,1,8,17.0,0
4362,151198505,3,12900000,80.7,53.7,10.0,10.597628153020208,10.0,1,0,0,1,1,17.0,0
4363,151199916,2,5650000,46.0,30.0,7.0,13.75439864094267,27.0,1,0,0,1,7,9.0,0
4364,151200195,4,13000000,99.2,63.0,10.0,15.634960728560484,,0,0,1,1,15,22.0,0
4365,151200492,1,6100000,39.0,20.0,9.0,15.319557516167558,10.0,1,0,0,1,13,17.0,0
4366,151200523,2,7500000,45.0,32.2,5.3,8.610273057858025,12.0,1,0,1,1,5,9.0,0
4367,151200568,2,11753310,68.8,37.9,10.3,8.530682239466657,5.0,0,1,0,1,2,20.0,1
4368,151202630,2,5900000,37.3,22.4,6.0,9.653524996846926,10.0,1,0,0,0,2,9.0,0
4369,151203752,2,7400000,54.0,33.0,8.0,13.425565982053753,10.0,1,1,1,1,4,4.0,0
4370,151203832,3,34587000,128.1,63.4,25.4,8.280812973282876,5.0,1,1,0,1,11,13.0,1
4371,151204044,1,4750000,33.0,20.0,7.0,14.589059110652506,26.0,1,0,1,0,9,9.0,0
4372,151204808,2,5500000,45.0,29.0,6.0,14.580033178379775,21.0,1,0,1,1,5,5.0,0
4373,151206305,2,6700000,45.0,28.0,6.0,12.793723335811746,7.0,1,0,1,0,2,9.0,0
4374,151206811,2,5150000,41.0,27.0,7.0,14.86307139705646,15.0,1,0,0,1,14,14.0,0
4375,151206839,2,9600000,70.0,36.7,8.0,10.533114729235628,9.0,1,1,0,0,1,5.0,0
4376,151208361,1,4700000,36.0,20.0,7.0,14.275792644131185,,0,0,1,1,4,9.0,0
4377,151208562,2,12350000,64.2,34.0,13.0,9.98173800710768,12.0,1,0,1,1,11,17.0,0
4378,151208618,2,5400000,44.6,28.0,5.7,9.63574402588481,15.0,1,0,0,1,3,5.0,0
4379,151208860,2,6600000,45.0,28.0,5.5,9.748717566595289,10.0,1,0,1,1,4,5.0,0
4380,151209082,1,5700000,37.0,18.0,8.5,13.984272246119406,18.0,1,0,0,1,2,17.0,0
4381,151209335,2,6600000,45.0,28.0,5.5,9.748717566595289,10.0,1,0,1,1,4,5.0,0
4382,151209537,1,4250000,33.0,19.0,6.0,12.091660169996715,13.0,1,1,1,1,2,5.0,0
4383,151210002,3,7950000,59.2,44.6,6.0,14.318763662841507,10.0,1,0,0,1,4,9.0,0
4384,151210489,3,7800000,57.9,38.7,6.0,14.066135940497109,15.0,1,0,1,1,7,9.0,0
4385,151211325,2,6550000,44.7,30.4,6.0,11.3688879286588,19.0,1,0,1,1,2,5.0,0
4386,151212620,3,13300000,82.0,52.8,8.0,12.077097892644392,10.0,1,1,0,1,3,5.0,0
4387,151213010,2,8100000,55.0,28.0,11.7,14.048930901197792,5.0,0,0,1,1,5,16.0,0
4388,151213338,2,11692761,77.4,42.2,11.8,8.530682239466657,5.0,0,1,0,1,2,20.0,1
4389,151213434,2,8900000,61.0,34.0,10.0,16.542450920408857,5.0,1,0,0,1,6,17.0,0
4390,151213526,3,15378590,99.8,54.4,13.6,8.530682239466657,5.0,0,1,0,1,2,20.0,1
4391,151213787,1,7927813,42.8,16.8,10.7,8.530682239466657,5.0,0,1,0,1,10,18.0,1
4392,151213857,1,8059578,42.7,16.8,10.7,8.530682239466657,5.0,0,1,0,1,7,18.0,1
4393,151214013,2,13308357,79.1,41.8,11.3,8.530682239466657,5.0,0,1,0,0,5,18.0,1
4394,151214820,2,13648369,69.2,34.4,10.5,8.530682239466657,5.0,0,1,0,1,16,18.0,1
4395,151215603,2,15609370,79.2,41.8,11.3,8.530682239466657,5.0,0,1,0,1,16,18.0,1
4396,151215874,2,7300000,46.2,30.0,6.5,8.892282259152442,15.0,1,0,1,0,2,9.0,0
4397,151216017,2,12477461,69.0,34.4,10.5,8.530682239466657,5.0,0,1,0,1,5,18.0,1
4398,151216678,3,15538756,92.9,55.4,10.9,8.530682239466657,5.0,0,1,0,1,2,18.0,1
4399,151216718,2,13950000,53.8,34.0,9.0,7.029160057527548,2.0,1,1,1,1,12,12.0,0
4400,151216789,3,16180482,92.9,55.4,10.9,8.530682239466657,5.0,0,1,0,1,9,18.0,1
4401,151216827,3,15827964,99.8,54.4,13.6,8.530682239466657,5.0,0,1,0,1,4,20.0,1
4402,151216881,3,16643495,99.8,54.4,13.6,8.530682239466657,5.0,0,1,0,1,11,18.0,1
4403,151216939,3,15441176,94.7,56.5,12.0,8.530682239466657,5.0,0,1,0,1,9,18.0,1
4404,151217040,3,15964744,92.9,55.4,10.9,8.530682239466657,5.0,0,1,0,1,5,18.0,1
4405,151217059,3,16198049,92.9,55.4,10.9,8.530682239466657,5.0,0,1,0,1,7,18.0,1
4406,151217256,1,5350000,33.0,19.0,7.0,14.555966330004383,17.0,1,0,1,0,3,9.0,0
4407,151217837,2,4800000,38.0,24.0,6.0,12.481180310564437,,0,0,0,1,3,9.0,0
4408,151217917,1,5250000,33.3,20.0,6.0,14.366226301049256,33.0,1,0,0,1,7,9.0,0
4409,151218267,2,6400000,45.0,35.0,6.0,11.5290514685813,15.0,1,1,1,1,4,5.0,0
4410,151218323,3,9500000,75.0,45.0,11.0,16.185397779903862,8.0,1,0,0,1,1,17.0,0
4411,151220051,3,8390000,57.0,42.0,6.0,14.034905263690241,11.0,1,1,0,1,4,9.0,0
4412,151226314,1,5100000,33.0,18.0,6.0,14.327492806538407,10.0,0,0,0,1,3,9.0,0
4413,151227401,3,10500000,70.0,41.0,8.4,14.847736069607173,20.0,1,0,1,1,13,16.0,0
4414,151227684,3,11600000,80.0,51.5,8.0,10.207237212452053,10.0,1,1,1,1,5,5.0,0
4415,151227929,2,7800000,53.0,30.0,8.0,19.09680144836525,,0,0,0,1,4,17.0,0
4416,151228113,1,8200000,42.1,19.2,12.9,8.363325662337013,7.0,1,1,1,1,12,12.0,0
4417,151228117,3,17200000,76.4,44.2,10.1,8.923832623597239,10.0,1,0,0,1,16,20.0,0
4418,151228372,2,7290000,54.5,34.2,8.0,13.425565982053753,10.0,1,1,0,0,2,5.0,0
4419,151230039,2,11300000,53.3,32.2,8.2,7.604191352767568,20.0,1,0,1,1,10,16.0,0
4420,151230272,1,5800000,34.0,19.6,7.0,8.377803711837988,12.0,1,0,1,0,1,9.0,0
4421,151231798,3,34000000,134.0,50.0,37.1,11.967088219766326,7.0,1,0,1,0,5,28.0,0
4422,151231867,4,34000000,134.0,70.0,17.1,11.967088219766326,10.0,1,0,1,0,5,28.0,0
4423,151234121,2,17770000,72.0,37.0,13.0,8.77057707898253,15.0,1,1,0,1,5,15.0,0
4424,151234258,1,7000000,39.2,18.6,8.0,12.977151473717736,3.0,1,1,0,1,4,14.0,0
4425,151235310,1,6000000,38.0,20.0,8.0,13.993891395641546,14.0,1,0,0,1,15,17.0,0
4426,151235728,2,7900000,50.0,32.0,7.7,12.85302472855853,10.0,1,1,0,0,5,8.0,0
4427,151237181,1,3900000,26.0,18.2,6.0,11.97574960181242,10.0,1,1,0,0,1,5.0,0
4428,151238312,2,5550000,47.0,28.0,7.0,13.121174374507437,5.0,1,0,1,1,1,9.0,0
4429,151238961,2,5600000,43.7,32.0,6.0,13.394703451159323,28.0,1,0,1,0,7,9.0,0
4430,151239043,1,6249000,35.0,20.0,7.0,13.945689163727065,10.0,0,1,1,1,8,8.0,0
4431,151239076,3,7500000,55.0,45.0,6.0,14.76926151157794,25.0,0,0,1,1,2,9.0,0
4432,151239603,2,7200000,48.0,35.0,8.0,8.320688975186673,10.0,1,0,1,1,5,12.0,0
4433,151240281,2,6800000,44.0,28.0,6.0,14.048998196732185,,0,0,1,1,8,9.0,0
4434,151240289,2,8450000,57.0,34.0,13.0,15.376015165846939,15.0,1,0,0,0,1,5.0,0
4435,151240449,3,11200000,62.0,43.0,7.0,14.554955460445596,23.0,1,0,1,1,4,12.0,0
4436,151240675,2,10500000,74.6,59.4,10.0,8.45743455207922,10.0,1,1,0,0,5,10.0,1
4437,151240684,3,7300000,54.0,35.8,6.1,11.825454809637622,5.0,0,0,0,1,5,5.0,0
4438,151240774,2,5900000,45.0,29.0,6.0,14.580033178379775,10.0,1,0,0,1,5,5.0,0
4439,151241135,3,10000000,78.5,46.0,9.0,16.14574742347442,13.0,1,0,0,1,5,16.0,0
4440,151242202,2,7000000,54.0,32.0,9.0,13.837858714570675,,0,0,0,1,1,16.0,0
4441,151242637,3,7499000,62.0,39.0,8.0,15.20926763314418,20.0,1,0,0,1,9,9.0,0
4442,151243535,1,5700000,38.0,19.8,10.0,14.47842507057374,15.0,1,0,1,1,7,12.0,0
4443,151244720,2,19500000,73.3,37.6,13.3,9.342308564159723,5.0,0,1,0,1,5,5.0,0
4444,151246296,1,6000000,38.0,19.0,8.0,15.615360857778915,15.0,1,0,0,1,5,17.0,0
4445,151246375,1,5250000,45.0,20.0,10.0,18.47913647421251,,0,0,1,1,5,24.0,0
4446,151246805,2,8900000,60.0,34.0,10.0,16.04357053111968,7.0,1,0,1,1,17,22.0,0
4447,151246868,2,6500000,42.0,27.0,6.0,14.990159330891148,30.0,1,0,1,1,9,12.0,0
4448,151246982,3,6300000,59.0,34.0,7.0,12.861814935850893,,0,0,0,1,3,5.0,0
4449,151247208,2,7500000,52.0,32.0,9.5,18.76690648689658,30.0,0,0,0,1,5,17.0,0
4450,151247288,2,10990000,60.0,33.3,13.0,12.191037887776133,7.0,1,0,0,1,17,17.0,0
4451,151247416,4,14500000,91.5,55.2,10.8,15.072035252813272,15.0,1,0,1,1,7,12.0,0
4452,151247494,2,5570000,47.5,30.4,7.0,15.398331103438148,20.0,0,0,0,0,1,9.0,0
4453,151247698,1,4390000,34.0,20.0,6.7,13.530172950989948,15.0,1,0,1,0,7,9.0,0
4454,151247730,2,6500000,39.0,25.0,6.0,8.876055421912778,10.0,1,1,1,0,1,9.0,0
4455,151247743,2,6700000,45.0,29.0,6.0,14.208374301288716,7.0,0,0,1,1,6,9.0,0
4456,151247765,2,6500000,42.0,28.0,6.0,14.764234515667795,15.0,1,0,0,0,2,5.0,0
4457,151247775,2,6700000,44.0,27.0,7.0,14.705207464677114,5.0,0,0,1,1,7,9.0,0
4458,151247784,3,9000000,59.0,38.0,6.0,12.38927359592751,5.0,1,0,1,1,5,9.0,0
4459,151247789,2,6000000,45.0,29.0,6.0,11.702648625223146,5.0,0,0,0,1,5,5.0,0
4460,151247793,4,8700000,64.0,45.0,6.0,13.665984237949331,10.0,1,0,1,1,3,9.0,0
4461,151247796,2,8800000,47.0,32.0,10.0,9.912527350773914,4.0,1,0,0,1,11,12.0,0
4462,151247820,1,6850000,38.0,19.0,7.3,12.319618750372808,15.0,1,0,0,1,2,17.0,0
4463,151247821,2,9900000,52.0,31.0,10.0,14.305958769831259,5.0,0,0,0,1,8,17.0,0
4464,151247825,1,5800000,38.0,19.0,9.0,15.236922383040357,15.0,1,0,1,1,7,14.0,0
4465,151247850,1,4350000,32.0,20.0,6.0,11.890859508374602,15.0,1,0,1,0,1,5.0,0
4466,151247883,3,11800000,76.0,50.0,8.0,9.359784508350574,10.0,1,1,1,1,4,5.0,0
4467,151247886,4,12500000,74.0,54.0,6.0,13.916284099175176,5.0,1,1,1,0,1,9.0,0
4468,151247908,1,5600000,35.0,20.0,10.0,15.133455640682197,5.0,0,0,1,1,7,12.0,0
4469,151247915,2,6500000,45.0,36.0,6.0,11.468495793794112,10.0,1,0,1,1,2,5.0,0
4470,151247937,2,7400000,38.0,23.0,6.5,8.714934459245349,7.0,1,0,1,1,10,12.0,0
4471,151248004,2,6300000,42.0,26.0,6.0,11.300111478998929,15.0,1,1,1,1,5,5.0,0
4472,151248388,3,16500000,80.0,46.0,11.0,13.185689899919767,3.0,1,1,1,1,15,22.0,0
4473,151248432,1,11500000,52.0,22.0,15.0,9.36745621807095,7.0,0,1,1,0,11,19.0,0
4474,151248482,2,7400000,46.0,29.0,7.0,13.942510892607604,12.0,1,0,1,0,2,12.0,0
4475,151248483,3,8700000,65.0,44.0,7.0,11.167719374293378,10.0,1,0,1,1,1,9.0,0
4476,151248512,1,5150000,31.0,18.0,6.0,7.1243457029391495,8.0,1,1,1,0,1,5.0,0
4477,151248516,1,8500000,31.0,17.0,6.0,5.453289810976678,11.0,1,1,1,1,4,9.0,0
4478,151248523,2,7200000,48.0,35.0,9.5,13.43533257700951,8.0,1,0,1,1,2,12.0,0
4479,151248533,2,8600000,54.0,32.0,10.0,15.765726143007065,10.0,1,0,1,0,1,17.0,0
4480,151248535,2,6450000,44.0,29.0,6.0,9.448444156784596,10.0,1,0,1,1,4,5.0,0
4481,151249334,3,7300000,67.0,46.0,7.0,11.805411139133332,18.0,1,0,0,0,1,5.0,0
4482,151249935,3,11500000,90.0,68.3,8.0,6.87741890226,10.0,1,1,0,0,1,5.0,0
4483,151250252,2,5950000,45.0,28.0,7.0,14.595353776778484,15.0,1,1,1,0,1,9.0,0
4484,151252740,2,7500000,38.0,25.0,6.0,9.115309604398188,8.0,1,1,1,1,7,9.0,0
4485,151253351,3,10000000,57.0,40.0,6.0,8.608837332376511,13.0,1,1,0,1,6,9.0,0
4486,151253526,2,11000000,57.0,38.0,10.0,7.288555881692839,14.0,1,1,0,1,4,6.0,0
4487,151255354,3,11500000,57.0,36.0,7.0,8.377803711837988,7.0,0,0,1,1,9,9.0,0
4488,151255944,2,6200000,45.0,28.0,6.0,10.688529207963425,12.0,1,0,1,1,4,5.0,0
4489,151257402,2,8500000,58.5,30.4,11.9,15.25218605275975,15.0,1,0,1,1,8,17.0,0
4490,151258753,2,8500000,39.4,24.4,6.0,13.445836774045906,11.0,1,0,1,1,7,12.0,0
4491,151262200,2,9000000,52.7,30.6,8.8,12.113688672535853,10.0,1,0,1,1,6,12.0,0
4492,151262885,3,69633080,100.0,76.0,15.0,5.830753737260722,2.0,1,1,1,0,26,34.0,0
4493,151263011,3,110000000,151.7,132.0,15.0,5.830753737260722,2.0,1,1,1,0,13,34.0,0
4494,151263052,4,59000000,160.0,97.0,19.0,8.633163604927846,14.0,1,1,1,1,7,24.0,0
4495,151264824,2,25000000,68.0,45.0,12.0,7.167036835855862,10.0,1,0,1,1,9,16.0,0
4496,151267645,3,10200000,58.1,40.0,6.0,6.142516875537204,13.0,1,0,0,1,2,9.0,0
4497,151268471,2,7500000,47.0,31.0,9.0,14.30435723773565,15.0,0,0,1,1,2,12.0,0
4498,151268558,2,10300000,57.4,32.0,8.0,8.472825765877122,10.0,1,1,1,0,6,10.0,0
4499,151269647,1,4990000,35.0,15.0,11.0,15.235133394819613,5.0,0,0,0,1,9,10.0,0
4500,151269727,1,4750000,31.0,19.0,,11.139891850762606,12.0,0,1,0,0,1,5.0,0
4501,151270744,1,5800000,38.0,19.0,8.2,15.846994053196159,5.0,1,0,1,1,11,17.0,0
4502,151271920,2,6800000,38.0,26.0,7.5,9.803138605471519,8.0,1,0,1,1,9,9.0,0
4503,151273353,1,4500000,31.0,18.0,6.0,12.077785965018794,5.0,0,0,0,1,4,5.0,0
4504,151275512,3,8200000,51.0,35.0,6.0,14.153682253664563,15.0,1,0,0,0,2,9.0,0
4505,151275930,4,34000000,134.0,90.0,20.0,11.967088219766326,7.0,1,0,0,0,5,28.0,0
4506,151276671,2,11000000,45.1,27.5,6.5,5.599851550396602,7.0,1,0,1,1,12,16.0,0
4507,151276980,2,7180000,44.0,30.0,6.0,8.930403355993892,10.0,1,1,1,1,3,5.0,0
4508,151278393,3,7700000,63.0,43.0,9.2,14.435894199382215,25.0,1,0,0,0,1,12.0,0
4509,151279742,2,9000000,53.0,35.0,10.0,4.981406594161343,18.0,1,1,0,1,3,4.0,0
4510,151280142,2,12450000,50.0,28.0,22.0,9.744816202214952,5.0,1,1,0,0,19,30.0,0
4511,151281355,3,12650000,74.4,47.0,10.0,4.981406594161343,18.0,1,1,0,1,3,4.0,0
4512,151283775,3,11000000,54.0,33.2,,11.47618208789001,10.0,1,1,1,1,4,5.0,0
4513,151283818,1,4900000,35.0,19.0,6.5,13.731449462819738,10.0,1,1,1,1,6,6.0,0
4514,151283928,1,6792000,38.2,22.0,10.0,4.981406594161343,18.0,1,1,0,1,2,4.0,0
4515,151285226,1,7500000,37.0,18.0,10.0,8.82975970453213,,0,1,1,1,15,22.0,0
4516,151287356,1,5800000,36.0,20.0,10.0,11.684880742521946,7.0,1,0,1,1,5,12.0,0
4517,151289365,1,5300000,31.5,21.0,5.6,12.518151562106786,5.0,1,0,0,0,2,9.0,0
4518,151289418,3,14200000,76.0,47.0,11.0,13.451379594129437,6.0,1,0,0,0,14,16.0,0
4519,151289467,2,6900000,46.0,28.0,6.0,11.803252472828623,15.0,1,0,0,1,5,5.0,0
4520,151290211,3,8000000,57.7,40.0,6.0,14.18520675218304,10.0,1,1,0,1,4,9.0,0
4521,151293055,1,3500000,23.0,14.0,4.0,15.377158536405124,29.0,1,1,0,0,8,9.0,0
4522,151293169,2,7150000,45.2,28.7,6.0,9.100593605073676,,0,0,0,1,5,12.0,0
4523,151293782,3,11990000,76.0,44.0,8.0,9.240249486729939,2.0,0,1,0,0,1,5.0,0
4524,151295041,2,7250000,46.0,29.0,6.0,13.520643182352154,10.0,0,0,1,1,7,9.0,0
4525,151295852,4,32000000,129.0,65.0,12.0,8.287701392859296,5.0,1,1,0,1,6,11.0,0
4526,151296593,1,4800000,35.5,19.0,9.5,14.009014674123428,10.0,0,0,1,1,3,16.0,0
4527,151296883,2,10400000,43.0,28.0,7.0,9.08262145530326,10.0,0,1,0,1,3,22.0,0
4528,151297597,2,5700000,39.9,25.1,5.2,12.281168741518695,,0,0,0,1,5,5.0,0
4529,151299499,3,9200000,58.0,40.0,6.0,8.798177262634784,15.0,1,1,0,1,9,9.0,0
4530,151299677,2,7000000,39.0,23.1,6.6,12.265853119724245,9.0,1,0,0,0,1,12.0,0
4531,151300278,2,8300000,47.0,31.0,7.0,6.957609124098786,6.0,1,1,1,1,4,5.0,0
4532,151300444,1,5600000,38.0,20.0,9.0,14.44130524403078,10.0,0,0,1,0,2,12.0,0
4533,151300548,1,4800000,38.7,21.0,6.5,15.818152841106341,,0,1,1,1,7,9.0,0
4534,151302050,3,16000000,84.5,52.5,9.0,13.444404865573905,4.0,1,1,1,1,10,13.0,0
4535,151302332,2,6200000,47.0,33.0,9.0,13.524591087044001,21.0,0,0,0,1,2,12.0,0
4536,151303115,3,7600000,56.0,42.0,6.0,8.458355997723155,7.0,1,1,1,1,4,5.0,0
4537,151304438,1,5000000,32.0,18.0,6.0,11.92061410562109,10.0,1,0,1,1,3,5.0,0
4538,151305843,2,5500000,45.0,30.0,7.0,13.272377304533057,10.0,0,0,1,0,8,9.0,0
4539,151306054,4,15995000,101.0,73.0,9.0,11.61245352630871,15.0,1,1,1,1,5,6.0,0
4540,151307802,2,9150000,54.3,33.6,7.7,9.114342953826803,2.0,0,1,0,1,14,15.0,0
4541,151308607,3,13800000,73.0,47.0,10.0,12.85302472855853,7.0,0,1,1,1,5,8.0,0
4542,151310299,2,5200000,44.6,28.0,6.3,13.815712722927925,8.0,0,0,1,0,4,9.0,0
4543,151311894,2,6200000,59.2,34.0,16.0,13.719520209338102,5.0,0,0,0,1,1,9.0,0
4544,151312065,2,9600000,52.7,28.0,8.0,8.729448189914411,10.0,1,1,0,0,1,10.0,0
4545,151313369,3,11000000,69.0,47.7,9.0,12.165342397541675,10.0,1,1,1,1,3,4.0,0
4546,151316191,2,7500000,43.2,29.6,6.0,11.085805906911885,2.0,1,0,0,1,3,5.0,0
4547,151318079,3,11000000,69.0,47.7,9.0,12.165342397541675,15.0,1,1,1,1,3,4.0,0
4548,151319628,1,10850000,38.8,20.0,10.0,13.185689899919767,3.0,1,1,0,1,11,22.0,0
4549,151319674,2,5700000,44.0,27.0,5.5,12.426768165610119,15.0,1,0,1,0,1,5.0,0
4550,151324209,1,4700000,32.0,18.0,6.0,8.429350983279342,12.0,1,0,0,1,2,5.0,0
4551,151324633,1,5300000,29.0,16.0,6.0,10.735679412313083,15.0,1,1,1,1,8,9.0,0
4552,151327070,2,6450000,45.0,28.0,6.5,14.066135940497109,25.0,1,0,1,1,5,9.0,0
4553,151328055,2,7190000,51.0,33.0,9.0,15.235133394819613,15.0,1,0,0,1,10,10.0,0
4554,151328081,1,3650000,15.0,13.0,2.0,13.80329714764495,12.0,1,1,0,0,3,5.0,0
4555,151330540,1,4750000,33.0,19.0,7.0,14.76926151157794,20.0,1,0,0,0,5,9.0,0
4556,151330619,1,13000000,38.0,19.0,8.5,6.256072918545159,5.0,1,0,1,1,14,16.0,0
4557,151331694,1,5600000,36.0,17.0,8.0,13.394213569836024,10.0,1,1,1,1,5,9.0,0
4558,151333204,1,4597000,31.0,20.0,6.0,12.64313220490879,10.0,1,1,0,1,3,5.0,0
4559,151341616,2,6900000,42.5,27.0,6.0,10.127576663775715,3.0,1,1,0,1,4,5.0,0
4560,151342293,3,23000000,90.0,48.0,11.0,9.540172751358364,25.0,1,1,0,1,29,30.0,0
4561,151342411,2,6500000,45.0,32.0,6.0,15.702775996150283,16.0,1,0,0,1,4,9.0,0
4562,151343574,1,5200000,42.0,20.0,9.0,13.604390501315015,,0,0,1,1,10,16.0,0
4563,151344576,2,17950000,80.0,46.0,15.0,8.19613176389788,6.0,0,1,1,1,8,10.0,0
4564,151344622,2,8800000,51.0,32.0,9.0,10.080681618161323,10.0,1,0,1,1,17,17.0,0
4565,151345028,4,8100000,62.9,46.3,6.0,15.24629152299206,19.0,0,0,0,1,6,9.0,0
4566,151345062,3,22000000,70.4,41.3,9.0,7.777277784044083,5.0,1,1,0,1,5,12.0,0
4567,151345071,1,5500000,34.0,19.0,9.0,11.463815523418825,18.0,1,1,0,0,1,5.0,0
4568,151345075,3,7700000,55.4,37.0,6.1,12.272105093660638,7.0,1,0,0,0,1,5.0,0
4569,151345078,2,6200000,40.5,25.9,6.0,10.960268917520262,15.0,1,1,0,1,3,5.0,0
4570,151345079,2,9900000,60.6,33.6,8.9,11.729971633599606,10.0,1,0,0,1,15,17.0,0
4571,151345523,3,9500000,74.0,45.0,12.0,18.092570333609046,15.0,0,0,1,1,7,17.0,0
4572,151345790,1,4800000,33.0,19.0,7.0,14.76926151157794,10.0,0,0,1,0,5,9.0,0
4573,151345810,1,6950000,33.0,17.0,9.0,13.80743608877349,20.0,1,0,1,0,3,5.0,0
4574,151345812,2,12700000,49.0,30.0,8.0,9.454325205580332,10.0,0,1,1,0,10,16.0,0
4575,151345964,1,5750000,32.0,21.6,5.8,10.878529803143174,12.0,1,0,0,1,3,9.0,0
4576,151345966,1,5900000,39.1,19.0,8.5,15.319557516167558,13.0,1,0,0,1,13,14.0,0
4577,151345968,1,5700000,34.3,15.0,11.0,15.036611319643635,2.0,0,0,0,1,7,12.0,0
4578,151345971,1,5450000,32.0,20.0,7.0,10.439663668856928,14.0,1,1,0,1,2,5.0,0
4579,151346053,2,7990000,56.1,31.8,8.7,14.66269911888497,15.0,1,1,1,1,12,14.0,0
4580,151346182,1,5900000,32.0,18.0,7.0,13.004330592239562,10.0,1,1,1,1,4,9.0,0
4581,151346350,2,6150000,45.0,31.0,7.0,10.688529207963425,10.0,0,0,0,1,4,5.0,0
4582,151346526,1,5200000,35.0,19.0,8.0,14.078605523114726,15.0,1,0,1,0,8,9.0,0
4583,151346962,2,7000000,51.1,32.0,10.0,18.24943768515685,20.0,0,0,0,1,2,14.0,0
4584,151346987,1,5000000,32.0,18.0,6.0,12.885308448902412,15.0,1,0,0,1,1,9.0,0
4585,151349414,1,5400000,32.0,18.0,6.0,9.413582604153238,14.0,1,0,0,1,5,5.0,0
4586,151349604,1,5500000,33.0,19.0,7.0,13.719520209338102,10.0,0,0,0,0,7,9.0,0
4587,151349731,1,5500000,35.0,19.0,9.0,11.417598607723164,19.0,1,1,0,0,2,5.0,0
4588,151349786,2,8100000,53.0,29.0,8.0,16.750274491585714,7.0,1,0,0,1,3,14.0,0
